No,Booking_ID,adult_and_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,lead_time(1),avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan(1)
2914,INN10510,"2,0",2,1,Meal Plan 1,0,Room_Type 1,148,2018,5,29,Online,0,0,0,148,114.3,0,Canceled,Meal Plan 1
2915,INN10517,"1,0",0,1,Meal Plan 1,0,Room_Type 1,21,2018,5,10,Online,0,0,0,21,94.5,1,Not_Canceled,Meal Plan 1
2916,INN10522,"1,0",0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,37,95.0,0,Not_Canceled,Meal Plan 1
2917,INN10526,"2,0",0,2,Meal Plan 1,0,Room_Type 1,17,2017,10,16,Offline,0,0,0,17,48.0,0,Not_Canceled,Meal Plan 1
2918,INN10527,"2,0",0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,39,109.0,0,Not_Canceled,Meal Plan 2
2919,INN10531,"2,0",2,2,Meal Plan 1,0,Room_Type 1,6,2018,11,13,Online,0,0,0,6,91.0,3,Not_Canceled,Meal Plan 1
2920,INN10535,"2,0",0,2,Meal Plan 1,0,Room_Type 4,67,2018,4,22,Offline,0,0,0,67,90.95,1,Not_Canceled,Meal Plan 1
2921,INN10541,"2,0",2,2,Meal Plan 1,0,Room_Type 4,4,2018,12,25,Online,0,0,0,4,95.2,1,Not_Canceled,Meal Plan 1
2922,INN10545,"1,0",1,0,Meal Plan 1,0,Room_Type 1,6,2018,2,1,Online,1,3,1,6,86.0,0,Not_Canceled,Meal Plan 1
2923,INN10546,"2,0",2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,61,91.0,0,Not_Canceled,Meal Plan 1
2924,INN10547,"1,0",2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,116,76.0,0,Not_Canceled,Meal Plan 1
2925,INN10555,"2,0",0,1,Not Selected,0,Room_Type 1,0,2018,8,20,Online,0,0,0,0,139.0,1,Not_Canceled,Not Selected
2926,INN10556,"2,0",0,3,Meal Plan 1,0,Room_Type 1,50,2018,3,29,Offline,0,0,0,50,75.0,0,Not_Canceled,Meal Plan 1
2927,INN10557,"1,0",1,0,Meal Plan 1,0,Room_Type 1,5,2017,9,14,Corporate,0,0,0,5,65.0,0,Not_Canceled,Meal Plan 1
2928,INN10558,"1,0",0,1,Meal Plan 1,0,Room_Type 1,15,2018,10,22,Corporate,0,0,0,15,65.0,0,Not_Canceled,Meal Plan 1
2929,INN10559,"2,0",2,3,Meal Plan 1,0,Room_Type 1,12,2018,12,10,Online,0,0,0,12,89.59,1,Not_Canceled,Meal Plan 1
2930,INN10560,"1,0",0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,0,114.0,1,Not_Canceled,Meal Plan 1
2931,INN10561,"3,0",2,2,Meal Plan 1,0,Room_Type 4,211,2018,10,21,Online,0,0,0,211,121.55,1,Canceled,Meal Plan 1
2932,INN10566,"2,0",0,3,Not Selected,0,Room_Type 1,326,2018,11,24,Online,0,0,0,326,67.5,2,Canceled,Not Selected
2933,INN10573,"1,0",1,3,Meal Plan 1,0,Room_Type 1,191,2018,6,23,Offline,0,0,0,191,95.0,0,Not_Canceled,Meal Plan 1
2934,INN10574,"2,0",0,3,Meal Plan 1,0,Room_Type 1,100,2018,4,12,Online,0,0,0,100,62.86,0,Not_Canceled,Meal Plan 1
2935,INN10576,"2,0",1,2,Meal Plan 2,0,Room_Type 2,161,2018,3,25,Offline,0,0,0,161,130.0,0,Canceled,Meal Plan 2
2936,INN10577,"2,0",0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,7,Online,0,0,0,0,98.0,0,Canceled,Meal Plan 1
2937,INN10581,"2,0",2,0,Not Selected,0,Room_Type 1,75,2018,4,17,Online,0,0,0,75,90.0,0,Not_Canceled,Not Selected
2938,INN10584,"2,0",1,1,Meal Plan 1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,44,96.3,0,Not_Canceled,Meal Plan 1
2939,INN10590,"1,0",0,5,Meal Plan 1,0,Room_Type 1,18,2018,1,26,Online,0,0,0,18,75.0,0,Not_Canceled,Meal Plan 1
2940,INN10595,"2,0",1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,301,115.0,1,Canceled,Meal Plan 2
2941,INN10599,"2,0",1,1,Not Selected,0,Room_Type 1,7,2018,7,16,Online,0,0,0,7,139.0,0,Not_Canceled,Not Selected
2942,INN10602,"2,0",0,1,Not Selected,0,Room_Type 1,4,2018,2,13,Online,0,0,0,4,90.0,0,Not_Canceled,Not Selected
2943,INN10607,"2,0",1,4,Meal Plan 1,0,Room_Type 1,27,2017,12,9,Online,0,0,0,27,69.0,0,Not_Canceled,Meal Plan 1
2944,INN10609,"2,0",0,4,Meal Plan 1,0,Room_Type 1,35,2018,11,16,Online,0,0,0,35,88.4,1,Not_Canceled,Meal Plan 1
2945,INN10611,"2,0",2,3,Meal Plan 2,0,Room_Type 1,54,2018,8,28,Online,0,0,0,54,144.0,0,Not_Canceled,Meal Plan 2
2946,INN10621,"2,0",0,3,Meal Plan 1,0,Room_Type 1,31,2018,10,27,Online,0,0,0,31,129.0,2,Not_Canceled,Meal Plan 1
2947,INN10626,"2,0",0,2,Not Selected,0,Room_Type 1,15,2018,10,21,Online,0,0,0,15,140.0,2,Not_Canceled,Not Selected
2948,INN10638,"2,0",0,3,Not Selected,0,Room_Type 1,151,2018,6,2,Online,0,0,0,151,95.4,0,Canceled,Not Selected
2949,INN10639,"2,0",0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,257,101.5,0,Canceled,Meal Plan 2
2950,INN10642,"2,2",0,1,Meal Plan 1,1,Room_Type 6,140,2018,7,8,Online,0,0,0,140,195.3,2,Not_Canceled,Meal Plan 1
2951,INN10645,"2,1",0,5,Meal Plan 2,0,Room_Type 1,181,2018,8,23,Online,0,0,0,181,162.15,2,Canceled,Meal Plan 2
2952,INN10649,"1,0",1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Offline,0,0,0,180,120.0,0,Canceled,Meal Plan 1
2953,INN10652,"2,0",2,0,Meal Plan 1,0,Room_Type 1,100,2018,7,3,Online,0,0,0,100,114.3,0,Canceled,Meal Plan 1
2954,INN10656,"2,0",2,2,Meal Plan 1,0,Room_Type 1,110,2018,10,9,Offline,0,0,0,110,130.0,2,Canceled,Meal Plan 1
2955,INN10657,"2,0",2,2,Meal Plan 1,0,Room_Type 4,30,2018,9,25,Online,0,0,0,30,92.25,1,Not_Canceled,Meal Plan 1
2956,INN10658,"2,0",1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,168,85.0,0,Canceled,Meal Plan 1
2957,INN10665,"2,0",0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,304,89.0,0,Canceled,Meal Plan 1
2958,INN10668,"2,0",0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,39,101.5,0,Not_Canceled,Meal Plan 2
2959,INN10670,"3,0",2,0,Meal Plan 1,1,Room_Type 4,42,2018,6,26,Online,0,0,0,42,141.3,1,Not_Canceled,Meal Plan 1
2960,INN10676,"2,0",1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,418,107.0,0,Canceled,Meal Plan 2
2961,INN10688,"3,0",0,1,Meal Plan 1,0,Room_Type 4,76,2018,10,22,Online,0,0,0,76,151.2,1,Canceled,Meal Plan 1
2962,INN10689,"1,0",1,2,Meal Plan 1,0,Room_Type 1,101,2018,4,4,Offline,0,0,0,101,70.0,0,Canceled,Meal Plan 1
2963,INN10692,"2,0",2,2,Meal Plan 1,0,Room_Type 4,69,2018,4,23,Online,0,0,0,69,107.95,0,Not_Canceled,Meal Plan 1
2964,INN10694,"2,0",2,1,Meal Plan 1,0,Room_Type 1,5,2017,12,5,Offline,0,0,0,5,62.8,0,Not_Canceled,Meal Plan 1
2965,INN10695,"2,0",1,3,Meal Plan 1,0,Room_Type 1,222,2018,12,29,Online,0,0,0,222,83.1,1,Not_Canceled,Meal Plan 1
2966,INN10697,"1,0",1,3,Meal Plan 1,0,Room_Type 1,5,2018,4,4,Aviation,0,0,0,5,95.0,0,Not_Canceled,Meal Plan 1
2967,INN10698,"2,0",1,3,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,60,65.0,1,Not_Canceled,Meal Plan 1
2968,INN10702,"2,0",1,2,Meal Plan 1,0,Room_Type 1,96,2018,4,29,Online,0,0,0,96,126.9,1,Canceled,Meal Plan 1
2969,INN10704,"3,0",0,3,Meal Plan 1,0,Room_Type 4,68,2018,7,7,Online,0,0,0,68,149.1,0,Canceled,Meal Plan 1
2970,INN10709,"2,0",0,3,Meal Plan 1,0,Room_Type 1,258,2018,9,15,Online,0,0,0,258,106.2,0,Canceled,Meal Plan 1
2971,INN10710,"3,1",2,1,Meal Plan 1,0,Room_Type 7,24,2018,5,21,Online,0,0,0,24,285.17,0,Canceled,Meal Plan 1
2972,INN10711,"1,0",0,2,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Complementary,0,0,0,16,6.0,0,Not_Canceled,Meal Plan 1
2973,INN10713,"2,0",0,5,Meal Plan 1,0,Room_Type 4,142,2018,7,5,Online,0,0,0,142,119.0,2,Not_Canceled,Meal Plan 1
2974,INN10716,"1,0",1,1,Meal Plan 1,0,Room_Type 1,6,2018,5,23,Online,0,0,0,6,97.02,2,Not_Canceled,Meal Plan 1
2975,INN10719,"2,0",0,1,Not Selected,0,Room_Type 1,9,2018,2,17,Online,0,0,0,9,81.0,1,Not_Canceled,Not Selected
2976,INN10724,"2,0",1,2,Meal Plan 1,0,Room_Type 1,110,2018,7,8,Online,0,0,0,110,114.3,1,Not_Canceled,Meal Plan 1
2977,INN10729,"2,0",0,4,Meal Plan 1,0,Room_Type 1,215,2018,9,28,Online,0,0,0,215,115.6,0,Canceled,Meal Plan 1
2978,INN10733,"1,0",1,2,Meal Plan 1,0,Room_Type 4,0,2017,9,21,Offline,0,0,0,0,75.0,0,Not_Canceled,Meal Plan 1
2979,INN10736,"2,0",0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,30,Offline,1,1,0,1,102.6,0,Not_Canceled,Meal Plan 1
2980,INN10738,"2,0",0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,317,120.0,0,Canceled,Meal Plan 1
2981,INN10740,"2,2",1,1,Meal Plan 1,0,Room_Type 6,0,2018,4,16,Online,0,0,0,0,190.0,0,Not_Canceled,Meal Plan 1
2982,INN10741,"2,0",1,1,Meal Plan 1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,44,96.3,0,Not_Canceled,Meal Plan 1
2983,INN10743,"2,0",2,2,Meal Plan 1,0,Room_Type 1,43,2018,11,19,Offline,0,0,0,43,68.0,0,Not_Canceled,Meal Plan 1
2984,INN10749,"2,0",0,3,Meal Plan 1,0,Room_Type 4,22,2018,12,29,Online,0,0,0,22,148.0,1,Not_Canceled,Meal Plan 1
2985,INN10756,"2,0",0,3,Meal Plan 1,0,Room_Type 1,41,2017,10,6,Online,0,0,0,41,98.67,2,Not_Canceled,Meal Plan 1
2986,INN10758,"2,0",0,3,Meal Plan 1,0,Room_Type 4,44,2017,11,11,Offline,0,0,0,44,60.0,1,Not_Canceled,Meal Plan 1
2987,INN10765,"2,0",0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,253,90.0,0,Canceled,Meal Plan 1
2988,INN10768,"2,0",1,3,Meal Plan 1,0,Room_Type 1,24,2018,4,11,Online,0,0,0,24,108.5,0,Canceled,Meal Plan 1
2989,INN10775,"2,1",2,1,Not Selected,0,Room_Type 1,23,2018,4,9,Online,0,0,0,23,93.82,2,Not_Canceled,Not Selected
2990,INN10778,"2,0",2,2,Meal Plan 1,0,Room_Type 1,37,2018,5,21,Online,0,0,0,37,126.9,0,Canceled,Meal Plan 1
2991,INN10781,"1,0",0,3,Meal Plan 1,0,Room_Type 1,134,2018,6,30,Online,0,0,0,134,90.9,0,Canceled,Meal Plan 1
2992,INN10801,"2,0",1,5,Not Selected,0,Room_Type 1,85,2018,3,28,Online,0,0,0,85,72.25,1,Not_Canceled,Not Selected
2993,INN10804,"2,0",2,1,Meal Plan 1,0,Room_Type 1,24,2017,12,5,Corporate,0,0,0,24,50.0,0,Not_Canceled,Meal Plan 1
2994,INN10807,"2,0",2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,2,81.75,0,Not_Canceled,Meal Plan 1
2995,INN10812,"2,0",1,1,Meal Plan 1,0,Room_Type 1,78,2018,7,18,Online,0,0,0,78,105.3,0,Canceled,Meal Plan 1
2996,INN10814,"2,1",0,1,Meal Plan 1,0,Room_Type 1,45,2018,2,27,Online,0,0,0,45,86.55,1,Not_Canceled,Meal Plan 1
2997,INN10821,"2,0",0,3,Meal Plan 1,0,Room_Type 4,148,2018,6,29,Offline,0,0,0,148,88.12,0,Not_Canceled,Meal Plan 1
2998,INN10823,"0,2",0,3,Meal Plan 1,0,Room_Type 2,113,2018,3,31,Online,0,0,0,113,78.0,1,Not_Canceled,Meal Plan 1
2999,INN10827,"1,0",0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,7,112.0,0,Not_Canceled,Meal Plan 1
3000,INN10830,"2,1",0,3,Meal Plan 1,0,Room_Type 1,50,2017,12,31,Offline,0,0,0,50,71.33,0,Not_Canceled,Meal Plan 1
3001,INN10831,"2,1",1,0,Meal Plan 1,0,Room_Type 1,11,2018,4,18,Online,0,0,0,11,119.0,1,Not_Canceled,Meal Plan 1
3002,INN10833,"2,0",2,1,Meal Plan 1,0,Room_Type 1,66,2018,9,18,Offline,0,0,0,66,80.75,0,Not_Canceled,Meal Plan 1
3003,INN10834,"3,0",1,2,Meal Plan 1,0,Room_Type 1,186,2018,4,22,Offline,0,0,0,186,115.0,0,Canceled,Meal Plan 1
3004,INN10836,"2,0",1,3,Meal Plan 1,0,Room_Type 4,52,2018,3,31,Online,0,0,0,52,99.88,1,Not_Canceled,Meal Plan 1
3005,INN10842,"1,0",2,5,Not Selected,0,Room_Type 1,11,2017,10,23,Online,0,0,0,11,116.71,3,Not_Canceled,Not Selected
3006,INN10853,"2,0",0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,265,115.0,1,Canceled,Meal Plan 2
3007,INN10856,"2,0",0,1,Not Selected,0,Room_Type 1,184,2018,10,12,Online,0,0,0,184,98.1,0,Canceled,Not Selected
3008,INN10861,"1,0",0,1,Meal Plan 1,0,Room_Type 1,7,2017,10,22,Corporate,1,1,0,7,65.0,0,Not_Canceled,Meal Plan 1
3009,INN10862,"1,0",0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,4,81.0,0,Not_Canceled,Meal Plan 1
3010,INN10868,"2,0",1,1,Meal Plan 1,0,Room_Type 4,24,2018,3,12,Online,0,0,0,24,71.46,1,Not_Canceled,Meal Plan 1
3011,INN10870,"2,0",0,3,Meal Plan 1,0,Room_Type 1,59,2018,11,2,Online,0,0,0,59,71.1,2,Not_Canceled,Meal Plan 1
3012,INN10871,"1,0",2,2,Meal Plan 1,0,Room_Type 1,16,2018,1,31,Offline,0,0,0,16,43.0,0,Not_Canceled,Meal Plan 1
3013,INN10875,"2,0",0,1,Not Selected,0,Room_Type 1,19,2018,4,13,Online,0,0,0,19,119.0,1,Not_Canceled,Not Selected
3014,INN10877,"1,2",4,9,Meal Plan 1,0,Room_Type 6,30,2018,11,2,Online,0,0,0,30,186.22,1,Canceled,Meal Plan 1
3015,INN10878,"1,0",0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,1,85.0,0,Not_Canceled,Meal Plan 1
3016,INN10880,"1,0",1,3,Meal Plan 1,0,Room_Type 4,68,2017,11,30,Offline,0,0,0,68,60.0,1,Not_Canceled,Meal Plan 1
3017,INN10885,"1,0",2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,1,60.0,0,Canceled,Meal Plan 1
3018,INN10888,"1,0",2,1,Meal Plan 1,0,Room_Type 1,20,2017,10,11,Corporate,0,0,0,20,65.0,0,Not_Canceled,Meal Plan 1
3019,INN10894,"1,0",1,2,Meal Plan 1,0,Room_Type 1,31,2017,12,11,Offline,0,0,0,31,55.8,1,Not_Canceled,Meal Plan 1
3020,INN10899,"1,0",0,1,Meal Plan 1,0,Room_Type 1,49,2017,9,22,Corporate,0,0,0,49,65.0,0,Not_Canceled,Meal Plan 1
3021,INN10900,"2,0",1,2,Meal Plan 1,0,Room_Type 1,25,2018,8,22,Online,0,0,0,25,110.46,1,Not_Canceled,Meal Plan 1
3022,INN10903,"2,0",0,3,Meal Plan 1,0,Room_Type 2,57,2018,12,8,Online,0,0,0,57,82.44,1,Not_Canceled,Meal Plan 1
3023,INN10907,"2,0",1,3,Meal Plan 1,0,Room_Type 1,266,2018,12,26,Online,0,0,0,266,73.95,0,Canceled,Meal Plan 1
3024,INN10908,"2,0",0,1,Not Selected,0,Room_Type 1,106,2018,7,15,Online,0,0,0,106,94.5,0,Canceled,Not Selected
3025,INN10909,"2,0",1,4,Meal Plan 1,0,Room_Type 1,30,2018,1,6,Offline,0,0,0,30,60.0,0,Not_Canceled,Meal Plan 1
3026,INN10916,"2,0",0,0,Meal Plan 1,0,Room_Type 1,16,2017,10,8,Online,0,0,0,16,0.0,1,Not_Canceled,Meal Plan 1
3027,INN10918,"2,0",0,4,Meal Plan 1,1,Room_Type 1,156,2018,7,5,Online,0,0,0,156,114.83,1,Canceled,Meal Plan 1
3028,INN10921,"2,0",2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Offline,0,0,0,303,78.0,0,Canceled,Meal Plan 1
3029,INN10926,"2,0",2,2,Meal Plan 1,0,Room_Type 1,41,2018,11,27,Offline,0,0,0,41,68.0,0,Not_Canceled,Meal Plan 1
3030,INN10932,"2,0",0,2,Meal Plan 1,0,Room_Type 1,74,2018,12,2,Offline,0,0,0,74,75.0,0,Not_Canceled,Meal Plan 1
3031,INN10934,"2,0",0,3,Not Selected,0,Room_Type 1,29,2018,4,14,Online,0,0,0,29,102.0,1,Not_Canceled,Not Selected
3032,INN10936,"2,0",1,3,Meal Plan 1,0,Room_Type 4,66,2018,10,31,Online,0,0,0,66,104.85,1,Not_Canceled,Meal Plan 1
3033,INN10940,"2,0",1,3,Meal Plan 1,0,Room_Type 1,200,2018,5,2,Online,0,0,0,200,106.2,2,Canceled,Meal Plan 1
3034,INN10942,"2,0",1,1,Meal Plan 1,0,Room_Type 1,77,2018,11,19,Online,0,0,0,77,93.6,1,Not_Canceled,Meal Plan 1
3035,INN10944,"2,0",0,5,Meal Plan 1,0,Room_Type 1,44,2018,11,1,Online,0,0,0,44,91.8,2,Not_Canceled,Meal Plan 1
3036,INN10945,"2,0",1,3,Meal Plan 1,0,Room_Type 1,135,2018,6,16,Online,0,0,0,135,119.85,2,Not_Canceled,Meal Plan 1
3037,INN10948,"2,0",0,3,Meal Plan 1,0,Room_Type 1,63,2017,12,3,Online,0,0,0,63,102.9,1,Not_Canceled,Meal Plan 1
3038,INN10959,"2,0",0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,80,136.0,0,Not_Canceled,Meal Plan 2
3039,INN10962,"2,0",1,0,Not Selected,0,Room_Type 1,45,2018,10,17,Online,0,0,0,45,126.0,2,Not_Canceled,Not Selected
3040,INN10964,"1,0",2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,69,120.0,0,Canceled,Meal Plan 1
3041,INN10965,"1,0",0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,181,120.0,0,Canceled,Meal Plan 1
3042,INN10973,"2,0",1,2,Not Selected,0,Room_Type 1,85,2018,3,28,Online,0,0,0,85,76.5,1,Not_Canceled,Not Selected
3043,INN10975,"2,0",1,3,Meal Plan 1,0,Room_Type 4,63,2018,2,4,Online,0,0,0,63,62.32,3,Not_Canceled,Meal Plan 1
3044,INN10979,"2,0",2,0,Not Selected,0,Room_Type 1,196,2018,9,11,Online,0,0,0,196,116.1,0,Canceled,Not Selected
3045,INN10985,"2,0",0,3,Meal Plan 1,0,Room_Type 1,197,2018,4,12,Online,0,0,0,197,106.2,2,Canceled,Meal Plan 1
3046,INN10989,"1,0",0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,192,95.0,0,Not_Canceled,Meal Plan 1
3047,INN10990,"2,0",2,1,Meal Plan 1,0,Room_Type 1,11,2017,11,1,Online,0,0,0,11,87.0,1,Not_Canceled,Meal Plan 1
3048,INN10997,"1,0",2,1,Not Selected,0,Room_Type 1,32,2018,6,12,Online,0,0,0,32,65.14,1,Not_Canceled,Not Selected
3049,INN11000,"3,0",2,3,Meal Plan 1,0,Room_Type 1,166,2018,7,7,Online,0,0,0,166,121.55,0,Canceled,Meal Plan 1
3050,INN11001,"1,0",0,3,Not Selected,0,Room_Type 1,15,2018,5,31,Online,0,0,0,15,109.0,1,Not_Canceled,Not Selected
3051,INN11004,"2,0",0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,323,112.0,1,Canceled,Meal Plan 2
3052,INN11005,"2,0",0,3,Meal Plan 1,0,Room_Type 1,8,2018,6,30,Online,0,0,0,8,116.27,2,Not_Canceled,Meal Plan 1
3053,INN11006,"1,0",0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,6,0.0,0,Not_Canceled,Meal Plan 2
3054,INN11013,"2,0",2,1,Meal Plan 2,0,Room_Type 1,57,2018,10,29,Online,0,0,0,57,141.3,1,Canceled,Meal Plan 2
3055,INN11015,"2,0",1,5,Meal Plan 1,0,Room_Type 4,126,2018,5,9,Online,0,0,0,126,111.35,1,Not_Canceled,Meal Plan 1
3056,INN11021,"1,0",2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,69,120.0,0,Canceled,Meal Plan 1
3057,INN11029,"2,0",1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Offline,0,0,0,286,90.0,0,Canceled,Meal Plan 1
3058,INN11030,"2,0",0,1,Meal Plan 1,0,Room_Type 1,176,2018,9,15,Online,0,0,0,176,97.71,0,Canceled,Meal Plan 1
3059,INN11032,"0,2",2,3,Meal Plan 1,0,Room_Type 2,40,2018,4,30,Online,0,0,0,40,127.83,1,Not_Canceled,Meal Plan 1
3060,INN11042,"2,0",0,1,Meal Plan 1,0,Room_Type 1,162,2018,8,27,Online,0,0,0,162,96.3,0,Canceled,Meal Plan 1
3061,INN11050,"2,0",0,1,Not Selected,0,Room_Type 1,8,2018,5,25,Online,0,0,0,8,119.0,0,Not_Canceled,Not Selected
3062,INN11070,"2,0",2,3,Meal Plan 1,0,Room_Type 1,4,2018,9,15,Online,0,0,0,4,169.0,0,Not_Canceled,Meal Plan 1
3063,INN11075,"2,1",3,7,Meal Plan 1,0,Room_Type 1,74,2017,7,27,Online,0,0,0,74,69.4,0,Not_Canceled,Meal Plan 1
3064,INN11076,"2,0",2,3,Meal Plan 1,0,Room_Type 1,50,2018,4,1,Online,0,0,0,50,101.31,0,Canceled,Meal Plan 1
3065,INN11091,"2,0",0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,68,65.0,0,Not_Canceled,Meal Plan 1
3066,INN11104,"2,0",1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Offline,0,0,0,198,90.0,0,Canceled,Meal Plan 1
3067,INN11109,"2,0",2,5,Meal Plan 2,0,Room_Type 4,57,2018,4,17,Online,0,0,0,57,143.29,0,Canceled,Meal Plan 2
3068,INN11115,"2,0",2,2,Meal Plan 1,0,Room_Type 1,8,2018,11,11,Online,0,0,0,8,86.72,1,Not_Canceled,Meal Plan 1
3069,INN11123,"1,0",0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,19,Corporate,0,0,0,8,80.0,0,Not_Canceled,Meal Plan 1
3070,INN11126,"2,0",0,2,Not Selected,0,Room_Type 1,18,2018,1,21,Online,0,0,0,18,75.0,0,Not_Canceled,Not Selected
3071,INN11128,"1,0",1,2,Meal Plan 1,0,Room_Type 1,48,2018,3,7,Online,0,0,0,48,72.9,0,Canceled,Meal Plan 1
3072,INN11130,"1,0",0,1,Meal Plan 1,0,Room_Type 1,5,2018,9,15,Online,0,0,0,5,159.0,1,Not_Canceled,Meal Plan 1
3073,INN11132,"2,0",2,1,Meal Plan 1,0,Room_Type 1,54,2018,7,3,Online,0,0,0,54,117.9,0,Canceled,Meal Plan 1
3074,INN11135,"2,0",2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,60,75.0,0,Canceled,Meal Plan 1
3075,INN11137,"2,0",0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,88,117.0,1,Not_Canceled,Meal Plan 2
3076,INN11143,"2,2",0,1,Meal Plan 1,0,Room_Type 6,19,2017,9,16,Online,0,0,0,19,155.0,2,Not_Canceled,Meal Plan 1
3077,INN11144,"2,0",0,1,Meal Plan 1,1,Room_Type 1,61,2017,9,15,Online,0,0,0,61,98.25,1,Not_Canceled,Meal Plan 1
3078,INN11146,"2,2",0,1,Meal Plan 1,1,Room_Type 6,37,2018,7,7,Online,0,0,0,37,216.9,3,Not_Canceled,Meal Plan 1
3079,INN11149,"3,0",2,2,Meal Plan 1,0,Room_Type 4,5,2017,9,26,Offline,0,0,0,5,105.0,1,Not_Canceled,Meal Plan 1
3080,INN11150,"2,0",0,1,Not Selected,0,Room_Type 1,0,2018,1,21,Online,0,0,0,0,79.0,0,Not_Canceled,Not Selected
3081,INN11151,"2,2",2,2,Meal Plan 1,0,Room_Type 6,42,2018,5,15,Online,0,0,0,42,198.9,0,Canceled,Meal Plan 1
3082,INN11156,"2,0",0,3,Not Selected,0,Room_Type 1,100,2018,11,17,Online,0,0,0,100,79.2,2,Canceled,Not Selected
3083,INN11157,"2,0",1,1,Not Selected,0,Room_Type 1,105,2018,8,6,Online,0,0,0,105,107.1,1,Not_Canceled,Not Selected
3084,INN11158,"1,0",0,2,Meal Plan 1,0,Room_Type 1,63,2018,1,19,Offline,0,0,0,63,71.0,0,Not_Canceled,Meal Plan 1
3085,INN11161,"2,0",1,2,Meal Plan 1,0,Room_Type 1,273,2018,6,24,Online,0,0,0,273,94.5,0,Canceled,Meal Plan 1
3086,INN11162,"2,0",2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,282,76.67,0,Not_Canceled,Meal Plan 1
3087,INN11165,"2,0",2,1,Not Selected,0,Room_Type 1,89,2018,4,9,Online,0,0,0,89,79.5,1,Not_Canceled,Not Selected
3088,INN11166,"2,0",0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,63,116.0,0,Not_Canceled,Meal Plan 2
3089,INN11170,"2,1",0,3,Meal Plan 1,0,Room_Type 1,130,2018,5,5,Online,0,0,0,130,104.4,1,Not_Canceled,Meal Plan 1
3090,INN11171,"2,0",1,3,Meal Plan 2,0,Room_Type 1,61,2018,11,21,Online,0,0,0,61,120.7,1,Not_Canceled,Meal Plan 2
3091,INN11172,"2,0",0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,17,Online,0,0,0,26,119.85,1,Not_Canceled,Meal Plan 1
