Booking_ID,adults,children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN03044,2,0,0,3,Not Selected,0,Type 1,47,2018,10,11,Online,0,0,0,108,0,Not_Canceled
INN03048,2,0,0,1,Not Selected,0,Type 1,32,2018,9,2,Online,0,0,0,72.42,1,Not_Canceled
INN03050,2,0,2,1,Not Selected,0,Type 1,71,2018,4,24,Online,0,0,0,88.5,0,Not_Canceled
INN03052,2,0,2,2,Plan 1,0,Type 1,37,2018,4,29,Online,0,0,0,126.9,0,Canceled
INN03054,2,0,1,1,Plan 1,1,Type 4,130,2018,5,28,Online,0,0,0,134.1,1,Not_Canceled
INN03056,1,0,1,1,Plan 1,0,Type 1,114,2018,5,2,Online,0,0,0,99.9,0,Canceled
INN03057,1,0,2,0,Plan 1,0,Type 1,12,2018,5,29,Online,0,0,0,97.02,1,Not_Canceled
INN03058,1,0,0,2,Plan 2,0,Type 1,346,2018,9,13,Offline,0,0,0,90,0,Not_Canceled
INN03062,2,0,1,1,Not Selected,0,Type 1,125,2018,12,26,Online,0,0,0,79.2,1,Canceled
INN03064,2,0,0,4,Plan 1,0,Type 1,37,2018,12,27,Online,0,0,0,108.8,1,Not_Canceled
INN03066,2,0,2,1,Plan 1,0,Type 1,31,2017,10,4,Online,0,0,0,94.5,1,Not_Canceled
INN03070,2,0,1,0,Plan 1,0,Type 1,0,2018,3,20,Complementary,0,0,0,139,0,Not_Canceled
INN03071,3,0,2,1,Plan 1,0,Type 4,195,2018,8,7,Online,0,0,0,146.7,2,Canceled
INN03074,2,0,0,2,Plan 1,0,Type 1,22,2018,5,20,Offline,0,0,0,140,0,Not_Canceled
INN03075,2,0,0,1,Not Selected,0,Type 1,9,2017,11,7,Online,0,0,0,76,1,Not_Canceled
INN03076,2,0,0,3,Plan 2,0,Type 1,85,2017,9,30,Offline,0,0,0,125,0,Not_Canceled
INN03079,2,0,1,1,Not Selected,0,Type 1,12,2018,10,3,Online,0,0,0,135,0,Canceled
INN03080,2,0,0,2,Not Selected,0,Type 1,17,2018,12,16,Online,0,0,0,88,0,Not_Canceled
INN03081,1,0,0,1,Plan 1,1,Type 1,0,2018,3,2,Corporate,1,0,1,65,0,Not_Canceled
INN03087,2,0,0,3,Plan 1,0,Type 1,8,2017,10,21,Offline,0,0,0,85,0,Not_Canceled
INN03090,2,0,2,1,Plan 1,0,Type 1,11,2018,11,19,Online,0,0,0,107.67,2,Not_Canceled
INN03092,2,0,2,2,Plan 1,0,Type 1,20,2018,11,13,Online,0,0,0,90.65,1,Not_Canceled
INN03094,2,0,0,1,Plan 2,0,Type 1,100,2017,10,16,Online,0,0,0,108,0,Canceled
INN03098,2,0,0,1,Plan 1,0,Type 1,9,2018,1,19,Online,0,0,0,80.3,1,Not_Canceled
INN03100,1,0,1,0,Plan 1,0,Type 1,32,2018,10,10,Corporate,0,0,0,95,0,Not_Canceled
INN03102,2,0,1,0,Plan 1,0,Type 1,4,2018,7,11,Online,0,0,0,151,2,Not_Canceled
INN03105,1,0,0,2,Plan 1,0,Type 1,32,2017,11,20,Online,0,0,0,0,0,Not_Canceled
INN03110,2,0,1,5,Plan 1,0,Type 1,349,2018,10,4,Online,0,0,0,90,0,Canceled
INN03116,2,0,0,3,Plan 1,0,Type 1,24,2018,12,8,Online,0,0,0,86.93,0,Not_Canceled
INN03123,2,0,1,0,Plan 1,0,Type 1,141,2017,9,20,Offline,0,0,0,90,0,Not_Canceled
INN03124,2,0,1,1,Plan 1,0,Type 4,26,2018,10,15,Online,0,0,0,159,2,Not_Canceled
INN03125,2,0,1,3,Plan 1,0,Type 1,59,2018,4,4,Offline,0,0,0,80.75,0,Not_Canceled
INN03132,2,0,1,3,Plan 1,0,Type 1,5,2018,8,29,Online,0,0,0,139,1,Not_Canceled
INN03137,2,0,2,2,Plan 1,0,Type 1,62,2018,6,19,Online,0,0,0,106.65,0,Canceled
INN03139,2,0,1,3,Plan 1,0,Type 1,78,2018,3,7,Offline,0,0,0,45.5,0,Not_Canceled
INN03144,2,0,0,1,Not Selected,0,Type 1,70,2018,7,7,Online,0,0,0,107.1,0,Canceled
INN03152,2,0,1,2,Plan 1,0,Type 1,69,2018,6,17,Online,0,0,0,126.9,0,Not_Canceled
INN03156,2,0,0,2,Plan 1,0,Type 4,1,2018,3,1,Complementary,1,0,1,0,1,Not_Canceled
INN03163,3,0,1,3,Plan 1,0,Type 7,70,2018,7,14,Online,0,0,0,165.63,2,Not_Canceled
INN03169,2,0,0,3,Plan 1,0,Type 1,22,2017,11,19,Online,0,0,0,95,1,Not_Canceled
INN03170,2,0,0,3,Plan 1,0,Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
INN03173,2,0,0,4,Plan 1,0,Type 4,92,2018,11,1,Online,0,0,0,103.5,1,Not_Canceled
INN03174,2,0,1,4,Not Selected,0,Type 1,196,2018,8,3,Online,0,0,0,80.75,1,Not_Canceled
INN03177,1,0,1,0,Plan 1,0,Type 1,13,2018,3,20,Offline,0,0,0,75,0,Not_Canceled
INN03182,2,0,0,1,Not Selected,0,Type 1,10,2018,9,3,Online,0,0,,129,0,Canceled
INN03184,2,0,1,2,Plan 1,0,Type 1,34,2017,10,12,Online,0,0,,103.5,1,Not_Canceled
INN03203,2,0,0,1,Not Selected,0,Type 1,3,2018,9,2,Online,0,0,,86.35,0,Not_Canceled
INN03204,2,0,1,3,Plan 1,0,Type 4,68,2018,9,8,Online,0,0,,149.4,1,Not_Canceled
INN03206,3,0,1,5,Plan 1,0,Type 4,7,2018,6,28,Online,0,0,,182,0,Not_Canceled
INN03210,2,0,0,1,Plan 1,0,Type 1,30,2018,9,7,Online,0,0,,109,3,Not_Canceled
INN03213,1,0,0,1,Plan 1,0,Type 1,4,2018,12,16,Offline,0,0,,70,0,Not_Canceled
INN03215,2,0,0,1,Not Selected,0,Type 1,72,2018,7,6,Online,0,0,,107.1,0,Canceled
INN03219,2,0,1,0,Plan 1,0,Type 1,22,2018,11,27,Online,0,0,,104,1,Not_Canceled
INN03221,2,0,0,3,Plan 1,0,Type 1,271,2018,9,21,Online,0,0,,101.33,1,Canceled
INN03227,2,0,0,3,Plan 1,0,Type 1,103,2018,5,4,Offline,0,0,,80,0,Not_Canceled
INN03229,2,0,1,2,Not Selected,0,Type 1,185,2018,12,16,Online,0,0,,79.2,0,Canceled
INN03231,3,0,0,1,Plan 1,0,Type 4,45,2018,12,30,Online,0,0,,167.4,0,Canceled
INN03232,2,0,0,1,Plan 1,0,Type 4,54,2018,6,3,Online,0,0,,140.4,0,Not_Canceled
INN03233,2,0,0,3,Plan 2,0,Type 1,34,2017,9,23,Online,0,0,,224.67,0,Canceled
INN03235,2,0,1,3,Plan 2,0,Type 1,98,2018,7,11,Online,0,0,,141.75,0,Not_Canceled
INN03236,2,0,0,2,Plan 1,0,Type 1,152,2018,8,10,Online,0,0,0,114.3,1,Canceled
INN03237,2,0,2,5,Plan 1,0,Type 1,227,2018,8,29,Offline,0,0,0,80.75,0,Not_Canceled
INN03240,1,0,2,2,Plan 1,0,Type 4,49,2018,4,10,Online,0,0,0,112.2,0,Canceled
INN03242,2,0,2,4,Not Selected,0,Type 1,185,2018,8,28,Online,0,0,0,61,0,Canceled
INN03243,2,0,0,1,Plan 1,0,Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
INN03247,1,0,0,1,Plan 1,0,Type 1,2,2018,8,2,Online,0,0,0,102.7,0,Not_Canceled
INN03250,2,0,0,1,Plan 2,0,Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
INN03256,2,1,1,2,Plan 1,0,Type 4,68,2018,5,13,Online,0,0,0,140.4,0,Canceled
INN03259,2,0,2,1,Plan 1,0,Type 1,145,2018,1,3,Offline,0,0,0,65,0,Not_Canceled
INN03263,2,0,0,1,Plan 1,0,Type 1,55,2018,4,6,Offline,0,0,0,80,0,Not_Canceled
INN03265,1,0,0,2,Plan 1,0,Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN03273,2,0,1,1,Plan 1,0,Type 4,47,2018,5,21,Online,0,0,0,140.4,1,Not_Canceled
INN03276,3,0,0,1,Plan 1,0,Type 4,31,2018,4,30,Online,0,0,0,168.3,0,Canceled
INN03277,2,0,1,2,Plan 1,0,Type 1,72,2018,12,23,Online,0,0,0,93.6,1,Not_Canceled
INN03278,3,0,2,2,Plan 1,0,Type 1,77,2018,5,15,Online,0,0,0,150.45,1,Canceled
INN03281,2,0,0,2,Plan 1,0,Type 1,122,2018,4,15,Offline,0,0,0,94,0,Not_Canceled
INN03290,1,0,2,8,Plan 1,0,Type 1,45,2018,11,1,Online,0,0,0,101.38,0,Canceled
INN03291,2,0,2,5,Plan 1,0,Type 4,208,2018,8,13,Online,0,0,0,77.51,0,Canceled
INN03292,1,0,2,0,Plan 1,0,Type 1,9,2018,5,29,Online,0,0,0,97.02,1,Not_Canceled
INN03295,2,0,1,3,Not Selected,0,Type 1,93,2018,12,26,Online,0,0,0,92.51,2,Not_Canceled
INN03298,1,0,0,1,Plan 1,0,Type 1,10,2018,1,15,Online,0,0,0,72.9,0,Not_Canceled
INN03302,2,0,0,4,Not Selected,0,Type 1,8,2017,10,28,Online,0,0,0,109.25,0,Not_Canceled
INN03303,1,0,1,0,Plan 1,0,Type 1,0,2018,10,17,Corporate,1,0,1,95,0,Not_Canceled
INN03310,2,0,1,0,Plan 1,0,Type 1,10,2018,5,29,Online,0,0,0,120.35,1,Not_Canceled
INN03311,2,0,0,1,Not Selected,0,Type 1,36,2018,2,13,Online,0,0,0,67.5,0,Canceled
INN03314,1,0,1,1,Plan 2,0,Type 1,301,2018,7,30,Offline,0,0,0,90,0,Not_Canceled
INN03316,2,0,1,1,Plan 1,0,Type 2,0,2017,12,5,Online,0,0,0,73.64,0,Not_Canceled
INN03319,2,0,0,3,Plan 1,0,Type 1,203,2018,8,9,Online,0,0,0,96.3,0,Canceled
INN03321,2,0,0,3,Plan 1,0,Type 1,0,2018,2,4,Online,0,0,0,98.33,0,Not_Canceled
INN03322,2,0,1,2,Plan 1,0,Type 4,8,2018,3,11,Online,0,0,0,124,0,Canceled
INN03323,2,0,0,1,Plan 1,0,Type 4,5,2018,1,15,Online,1,11,5,89.3,1,Not_Canceled
INN03324,2,0,0,4,Plan 1,0,Type 4,22,2017,10,20,Offline,0,0,0,75,0,Not_Canceled
INN03325,1,0,0,3,Plan 1,0,Type 1,14,2017,9,15,Online,0,0,0,114,1,Not_Canceled
INN03333,2,0,2,2,Plan 1,0,Type 1,27,2017,9,18,Online,0,0,0,120.9,0,Canceled
INN03334,2,0,0,4,Plan 1,0,Type 4,47,2018,4,12,Online,0,0,0,114.33,1,Not_Canceled
INN03336,2,0,0,2,Plan 2,0,Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
INN03340,2,0,2,1,Plan 1,0,Type 4,152,2018,2,20,Offline,0,0,0,62,1,Not_Canceled
INN03341,1,0,2,8,Plan 1,0,Type 1,205,2018,7,5,Online,0,0,0,90.95,1,Canceled
INN03342,1,0,0,3,Plan 1,0,Type 1,113,2018,5,31,Corporate,0,0,0,100,0,Canceled
INN03343,1,0,0,2,Plan 2,0,Type 1,57,2018,9,16,Offline,0,0,0,91,0,Not_Canceled
INN03345,1,0,2,1,Plan 1,0,Type 1,6,2017,10,11,Online,0,0,0,97.02,1,Not_Canceled
INN03346,2,0,0,1,Plan 1,0,Type 1,11,2018,9,29,Online,0,0,0,143.2,0,Not_Canceled
INN03351,3,0,2,5,Plan 1,0,Type 4,111,2018,6,13,Online,0,0,0,150.45,2,Canceled
INN03363,2,0,1,1,Plan 1,0,Type 1,60,2017,9,21,Offline,0,0,0,65,0,Not_Canceled
INN03369,2,0,1,1,Plan 1,0,Type 1,50,2018,8,29,Online,0,0,0,109.8,0,Not_Canceled
INN03383,3,0,1,2,Plan 1,0,Type 1,88,2018,7,18,Offline,0,0,0,96.9,2,Not_Canceled
INN03386,2,0,1,2,Plan 1,0,Type 2,122,2018,7,25,Online,0,0,0,97.54,0,Canceled
INN03390,2,0,2,3,Plan 1,0,Type 1,25,2018,4,15,Online,0,0,0,111.4,2,Not_Canceled
INN03396,3,0,0,1,Plan 1,0,Type 4,129,2018,8,17,Online,0,0,0,146.7,3,Not_Canceled
INN03399,2,1,2,1,Plan 1,0,Type 1,110,2018,6,26,Online,0,0,0,95,0,Canceled
INN03403,2,0,1,0,Plan 1,0,Type 1,122,2017,7,13,Online,0,0,0,76.5,2,Canceled
INN03404,3,0,0,2,Plan 1,0,Type 4,135,2018,10,13,Online,0,0,0,151.2,3,Not_Canceled
INN03405,2,0,2,2,Plan 1,0,Type 1,99,2017,10,30,Online,0,0,0,65,0,Canceled
INN03407,2,0,0,2,Plan 1,0,Type 1,43,2018,11,11,Online,0,0,0,130,1,Not_Canceled
INN03408,2,0,1,1,Plan 1,0,Type 1,84,2018,10,3,Online,0,0,0,118.8,3,Not_Canceled
INN03420,2,1,0,1,Plan 1,0,Type 1,21,2018,8,30,Online,0,0,0,140,1,Not_Canceled
INN03422,2,0,1,2,Plan 1,0,Type 1,53,2017,10,9,Online,0,0,0,94.5,0,Not_Canceled
INN03425,2,0,0,1,Plan 1,0,Type 1,67,2018,3,26,Offline,0,0,0,89.24,1,Not_Canceled
INN03427,2,0,0,3,Not Selected,0,Type 1,164,2018,7,19,Online,0,0,0,88.5,1,Not_Canceled
INN03439,2,0,0,4,Plan 1,0,Type 1,110,2018,5,3,Online,0,0,0,106.68,0,Canceled
INN03442,2,0,1,0,Plan 1,0,Type 1,23,2018,2,21,Online,0,0,0,91,1,Canceled
INN03443,3,0,2,3,Plan 1,1,Type 4,161,2018,8,14,Online,0,0,0,145.85,2,Canceled
INN03455,2,0,1,3,Not Selected,0,Type 1,184,2018,7,7,Online,0,0,0,80.75,1,Not_Canceled
INN03459,2,0,0,2,Plan 1,0,Type 1,141,2018,9,23,Online,0,0,0,123.8,1,Not_Canceled
INN03465,1,0,0,1,Plan 1,0,Type 1,11,2017,10,7,Offline,0,0,0,143.2,0,Not_Canceled
INN03469,1,0,0,2,Plan 1,0,Type 1,6,2018,4,20,Aviation,0,0,0,95,0,Not_Canceled
INN03470,3,0,1,2,Plan 1,0,Type 4,28,2018,8,29,Online,0,0,0,155.73,1,Canceled
INN03473,2,0,1,4,Not Selected,0,Type 1,3,2018,3,7,Online,0,0,0,90.6,0,Canceled
INN03474,1,0,2,2,Plan 1,0,Type 1,9,2018,3,11,Offline,0,0,0,54.74,0,Not_Canceled
INN03477,2,0,2,1,Plan 1,0,Type 1,44,2018,4,23,Offline,0,0,0,95,1,Not_Canceled
INN03481,2,0,2,2,Plan 1,0,Type 4,60,2018,8,28,Online,0,0,0,111.6,0,Not_Canceled
INN03485,1,0,1,3,Plan 1,0,Type 1,9,2017,10,19,Online,1,1,0,120,1,Not_Canceled
INN03489,1,0,1,2,Plan 1,0,Type 1,6,2018,2,22,Online,0,0,0,93,0,Not_Canceled
INN03491,2,0,1,2,Plan 1,0,Type 1,280,2018,9,19,Online,0,0,0,110,0,Canceled
INN03493,1,0,0,1,Plan 1,0,Type 1,1,2018,3,23,Online,0,0,0,96,1,Not_Canceled
INN03499,2,0,0,2,Plan 1,0,Type 4,32,2018,2,5,Online,0,0,0,89.3,1,Not_Canceled
INN03500,3,0,1,2,Plan 1,0,Type 6,3,2018,9,26,Online,0,0,0,266.67,5,Not_Canceled
INN03502,2,0,0,3,Plan 2,0,Type 1,84,2017,12,31,Offline,0,0,0,100.33,0,Not_Canceled
INN03507,2,0,2,2,Plan 1,0,Type 1,71,2018,6,17,Offline,0,0,0,80.75,1,Not_Canceled
INN03509,2,0,0,2,Plan 1,0,Type 1,186,2018,7,28,Online,0,0,0,96.3,1,Canceled
INN03511,2,0,1,1,Plan 1,0,Type 1,64,2018,9,5,Online,0,0,0,98.55,3,Not_Canceled
INN03524,2,0,0,2,Plan 1,0,Type 1,117,2018,7,19,Online,0,0,0,105.3,1,Not_Canceled
INN03525,1,0,0,2,Plan 1,0,Type 1,119,2018,4,15,Online,0,0,0,90.9,0,Not_Canceled
INN03527,1,0,0,1,Plan 1,0,Type 1,99,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN03530,2,0,2,3,Plan 1,0,Type 1,283,2018,12,30,Online,0,0,0,82.79,0,Canceled
INN03531,2,0,0,1,Not Selected,1,Type 1,2,2018,1,16,Online,1,11,10,86,1,Not_Canceled
INN03542,2,0,0,4,Not Selected,0,Type 1,177,2018,8,24,Online,0,0,0,82.88,0,Canceled
INN03551,1,0,1,3,Plan 1,0,Type 1,5,2018,4,4,Aviation,0,0,0,95,0,Canceled
INN03559,2,0,1,2,Plan 1,0,Type 1,35,2018,3,7,Online,0,0,0,81.9,0,Canceled
INN03563,2,0,0,1,Not Selected,0,Type 1,8,2018,5,25,Online,0,0,0,119,0,Not_Canceled
INN03568,1,0,1,1,Plan 1,0,Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled
INN03572,2,0,1,0,Not Selected,0,Type 1,96,2018,5,23,Online,0,0,0,116.1,1,Not_Canceled
INN03576,2,0,1,0,Plan 1,0,Type 1,286,2018,10,16,Online,0,0,0,90,0,Canceled
INN03577,1,0,0,1,Plan 1,0,Type 4,6,2018,11,8,Corporate,0,0,0,94,0,Not_Canceled
INN03579,1,0,0,2,Plan 1,0,Type 1,32,2017,11,20,Offline,0,0,0,73,0,Not_Canceled
INN03584,2,0,0,2,Plan 1,0,Type 1,14,2018,7,21,Corporate,0,0,0,105,0,Not_Canceled
INN03589,2,0,2,8,Plan 1,0,Type 1,269,2018,10,18,Online,0,0,0,67.77,1,Not_Canceled
INN03590,2,0,2,1,Plan 1,0,Type 5,142,2018,9,4,Offline,0,0,0,101.15,0,Not_Canceled
INN03593,2,0,0,1,Not Selected,0,Type 1,207,2018,10,4,Online,0,0,0,98.1,0,Canceled
INN03594,2,0,1,2,Plan 1,0,Type 1,3,2017,10,2,Offline,0,0,0,65,0,Not_Canceled
INN03595,2,0,0,3,Plan 1,0,Type 4,8,2018,6,8,Online,0,0,0,142.67,0,Canceled
INN03599,2,0,2,5,Plan 1,0,Type 4,68,2018,4,6,Online,0,0,0,112.2,1,Not_Canceled
INN03600,2,0,0,3,Plan 1,0,Type 4,38,2018,10,4,Online,0,0,0,125.55,0,Canceled
INN03602,3,0,1,3,Plan 1,0,Type 4,22,2018,10,10,Online,0,0,0,213,0,Canceled
INN03603,3,0,2,3,Plan 1,0,Type 4,256,2018,10,14,Online,0,0,0,133.11,2,Canceled
INN03608,3,0,0,3,Plan 1,0,Type 1,12,2017,8,20,Online,0,0,0,125,2,Not_Canceled
INN03611,2,0,0,4,Plan 1,0,Type 1,8,2018,2,17,Online,0,0,0,93.5,1,Not_Canceled
INN03616,2,0,0,2,Plan 2,0,Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
INN03622,2,0,1,1,Plan 1,0,Type 1,14,2018,8,15,Online,0,0,0,151,1,Not_Canceled
INN03624,2,0,0,3,Plan 1,0,Type 1,193,2017,10,15,Online,0,0,0,65,0,Canceled
INN03626,1,0,1,0,Plan 1,1,Type 1,62,2018,10,23,Corporate,0,0,0,67,0,Not_Canceled
INN03637,2,0,1,3,Not Selected,0,Type 1,120,2018,5,2,Online,0,0,0,89.25,1,Canceled
INN03638,2,2,0,2,Plan 1,0,Type 6,0,2018,3,23,Online,0,0,0,201,2,Not_Canceled
INN03641,2,0,1,1,Plan 1,0,Type 1,61,2017,10,26,Offline,0,0,0,72.24,1,Not_Canceled
INN03643,2,0,2,2,Plan 1,0,Type 1,28,2018,7,8,Online,0,0,0,143.45,2,Not_Canceled
INN03650,2,0,0,1,Plan 1,0,Type 1,73,2018,4,5,Online,0,0,0,87.3,1,Not_Canceled
INN03655,1,0,2,1,Plan 1,0,Type 1,3,2018,6,19,Offline,0,0,0,76.5,0,Not_Canceled
INN03657,2,0,2,2,Plan 1,0,Type 4,167,2018,10,1,Online,0,0,0,122.4,0,Canceled
INN03658,3,0,2,0,Plan 1,0,Type 4,135,2018,9,25,Online,0,0,0,162,2,Not_Canceled
INN03666,2,0,2,3,Plan 1,0,Type 1,12,2018,10,23,Online,0,0,0,94.35,2,Not_Canceled
INN03671,1,0,1,1,Plan 1,0,Type 4,6,2018,7,11,Online,0,0,0,127.82,1,Canceled
INN03672,3,0,1,4,Plan 1,0,Type 4,115,2018,7,18,Online,0,0,0,141.3,0,Not_Canceled
INN03673,2,0,0,3,Plan 1,0,Type 1,96,2018,8,2,Complementary,0,0,0,0,1,Not_Canceled
INN03674,2,0,0,2,Plan 1,0,Type 1,3,2018,8,5,Online,0,0,0,151,1,Not_Canceled
INN03675,2,2,2,1,Plan 1,0,Type 6,292,2018,7,23,Online,0,0,0,158.4,1,Canceled
INN03681,1,0,0,1,Plan 1,0,Type 1,25,2018,12,27,Offline,0,0,0,65,0,Not_Canceled
INN03685,2,0,1,2,Plan 1,0,Type 1,66,2017,10,9,Online,0,0,0,75,0,Canceled
INN03696,2,0,0,1,Not Selected,0,Type 1,225,2018,11,25,Online,0,0,0,67.5,0,Canceled
INN03700,1,0,0,2,Plan 1,0,Type 1,103,2018,4,19,Online,0,0,0,115,0,Canceled
INN03702,1,0,0,4,Plan 1,0,Type 4,6,2018,10,26,Aviation,0,0,0,110,0,Not_Canceled
INN03706,2,0,2,3,Plan 1,0,Type 1,92,2017,7,9,Online,0,0,0,58.9,1,Not_Canceled
INN03710,2,0,0,3,Plan 1,0,Type 2,41,2018,2,18,Online,0,0,0,72.37,0,Not_Canceled
INN03713,2,0,0,3,Plan 1,0,Type 1,279,2018,10,12,Online,0,0,0,110,0,Canceled
INN03716,2,0,0,1,Plan 1,0,Type 1,113,2018,11,11,Offline,0,0,0,90,0,Not_Canceled
INN03728,1,0,1,2,Plan 1,0,Type 1,114,2018,7,1,Online,0,0,0,75,0,Canceled
INN03732,2,0,0,1,Plan 1,0,Type 1,2,2018,3,8,Online,0,0,0,103,1,Not_Canceled
INN03739,2,0,2,4,Plan 2,0,Type 1,327,2017,9,9,Offline,0,0,0,88,0,Not_Canceled
INN03746,2,0,0,2,Plan 1,1,Type 1,33,2018,9,15,Online,0,0,0,117.33,2,Not_Canceled
INN03748,2,0,2,0,Plan 2,0,Type 1,275,2018,4,17,Online,0,0,0,110,0,Canceled
INN03752,2,0,1,1,Plan 1,0,Type 1,18,2018,10,3,Offline,0,0,0,85,0,Not_Canceled
INN03754,2,0,2,2,Plan 1,0,Type 1,11,2017,10,3,Online,0,0,0,145,1,Not_Canceled
INN03755,2,0,0,2,Plan 2,0,Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN03759,2,0,1,0,Plan 1,0,Type 1,5,2018,6,12,Online,0,0,0,131,0,Not_Canceled
INN03765,2,0,2,5,Plan 1,0,Type 1,90,2018,6,14,Online,0,0,0,130.78,2,Canceled
INN03768,2,0,0,3,Plan 1,0,Type 1,56,2018,6,21,Online,0,0,0,76.92,1,Not_Canceled
INN03774,2,0,1,2,Plan 1,0,Type 1,207,2018,12,30,Offline,0,0,0,161.67,0,Not_Canceled
INN03776,2,0,2,2,Plan 1,0,Type 1,99,2017,10,30,Online,0,0,0,65,0,Canceled
INN03777,1,0,2,3,Plan 1,0,Type 1,38,2017,10,1,Offline,0,0,0,58,1,Not_Canceled
INN03781,2,0,2,2,Plan 1,0,Type 4,71,2018,5,1,Online,0,0,0,132.6,0,Canceled
INN03782,2,0,1,2,Plan 1,0,Type 1,155,2018,9,2,Online,0,0,0,126.9,1,Canceled
INN03785,1,0,0,1,Plan 1,0,Type 1,0,2017,9,8,Offline,0,0,0,91.2,0,Not_Canceled
INN03786,2,0,1,1,Plan 1,0,Type 4,11,2018,9,5,Online,0,0,0,154,0,Canceled
INN03793,1,0,2,1,Plan 2,0,Type 1,4,2017,8,1,Offline,0,0,0,36.25,0,Not_Canceled
INN03795,3,0,0,1,Plan 1,0,Type 4,12,2018,5,7,Online,0,0,0,177,1,Not_Canceled
INN03796,2,0,2,2,Plan 1,0,Type 1,114,2018,5,7,Online,0,0,0,75.27,0,Not_Canceled
INN03797,2,0,0,3,Plan 1,0,Type 1,162,2018,7,14,Online,0,0,0,112,0,Canceled
INN03800,2,0,1,1,Plan 1,0,Type 1,49,2018,7,23,Online,0,0,0,135.9,1,Not_Canceled
INN03802,3,0,1,2,Plan 1,1,Type 4,18,2018,12,23,Online,0,0,0,191,1,Not_Canceled
INN03803,2,1,2,4,Plan 1,0,Type 4,199,2018,12,28,Online,0,0,0,98.18,0,Canceled
INN03806,2,0,0,1,Not Selected,0,Type 1,80,2018,4,13,Online,0,0,0,85.5,1,Not_Canceled
INN03810,2,0,2,1,Plan 1,0,Type 1,67,2018,3,26,Offline,0,0,0,76.16,1,Not_Canceled
INN03812,2,0,1,4,Plan 1,0,Type 1,1,2017,8,26,Online,0,0,0,110.8,1,Not_Canceled
INN03814,2,1,0,2,Plan 1,0,Type 1,244,2018,12,21,Online,0,0,0,94.5,2,Canceled
INN03816,2,1,1,2,Plan 1,0,Type 1,40,2018,6,27,Online,0,0,0,128.1,0,Canceled
INN03821,2,0,2,1,Plan 2,0,Type 1,23,2018,1,2,Offline,0,0,0,109,0,Not_Canceled
INN03823,3,0,1,3,Plan 1,0,Type 4,33,2018,10,10,Online,0,0,0,186,1,Canceled
INN03827,2,1,2,5,Plan 2,0,Type 4,93,2018,10,22,Online,0,0,0,150.56,1,Canceled
INN03830,2,0,2,5,Plan 1,0,Type 1,155,2018,8,22,Online,0,0,0,96.12,1,Not_Canceled
INN03832,1,0,0,2,Plan 1,0,Type 1,3,2018,3,4,Online,0,0,0,107,0,Not_Canceled
INN03839,2,0,2,2,Not Selected,0,Type 1,76,2018,3,18,Online,0,0,0,72.25,0,Not_Canceled
INN03850,2,0,0,3,Plan 1,0,Type 1,256,2018,10,20,Online,0,0,0,96.3,3,Not_Canceled
INN03853,2,0,0,2,Plan 2,0,Type 1,291,2018,8,19,Online,0,0,0,115,0,Canceled
INN03859,2,0,1,1,Plan 2,0,Type 1,301,2018,7,30,Online,0,0,0,109,0,Canceled
INN03865,3,0,1,4,Plan 1,1,Type 4,103,2018,8,1,Online,0,0,0,146.7,0,Not_Canceled
INN03870,1,0,0,3,Plan 1,0,Type 1,151,2018,1,19,Offline,0,0,0,80,0,Not_Canceled
INN03871,1,0,0,1,Not Selected,0,Type 1,1,2018,8,17,Online,0,0,0,78.41,0,Not_Canceled
INN03877,2,0,2,1,Not Selected,0,Type 1,67,2017,12,5,Online,0,0,0,95.4,2,Not_Canceled
INN03883,2,0,2,4,Not Selected,0,Type 1,71,2018,11,12,Online,0,0,0,77,2,Not_Canceled
INN03884,2,0,0,2,Not Selected,0,Type 1,0,2018,7,8,Online,0,0,0,143.5,0,Not_Canceled
INN03890,2,0,2,2,Not Selected,0,Type 1,56,2018,12,16,Online,0,0,0,67.32,0,Canceled
INN03892,2,0,0,3,Plan 1,0,Type 1,162,2017,9,17,Offline,0,0,0,70,0,Not_Canceled
INN03893,3,0,0,2,Plan 1,0,Type 4,103,2018,8,2,Online,0,0,0,137.7,1,Not_Canceled
INN03894,1,0,0,2,Plan 1,0,Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN03897,2,0,2,2,Plan 1,0,Type 1,144,2018,7,3,Offline,0,0,0,112,0,Not_Canceled
INN03903,2,0,1,5,Plan 1,0,Type 4,113,2018,7,5,Online,0,0,0,92.94,0,Not_Canceled
